DAQ Chan	ADC Name	ADC Chan	Chan Name
508	grifadc135	13	TIS13GN04x
509	grifadc135	14	TIS13GN05x
510	grifadc140	0	TIG13RP01x
511	grifadc140	1	TIG13RP02x
512	grifadc140	2	TIG13RP03x
513	grifadc140	3	TIG13RP04x
514	grifadc140	4	TIG13RP05x
515	grifadc140	5	TIG13RP06x
516	grifadc140	6	TIG13RP07x
517	grifadc140	7	TIG13RP08x
518	grifadc140	8	TIG13RN00B
519	grifadc140	9	TIG13RN00A
520	grifadc140	10	TIS13RN01x
521	grifadc140	11	TIS13RN02x
522	grifadc140	12	TIS13RN03x
523	grifadc140	13	TIS13RN04x
524	grifadc140	14	TIS13RN05x
525	grifadc141	0	TIG13WP01x
526	grifadc141	1	TIG13WP02x
527	grifadc141	2	TIG13WP03x
528	grifadc141	3	TIG13WP04x
529	grifadc141	4	TIG13WP05x
530	grifadc141	5	TIG13WP06x
531	grifadc141	6	TIG13WP07x
532	grifadc141	7	TIG13WP08x
533	grifadc141	8	TIG13WN00B
534	grifadc141	9	TIG13WN00A
535	grifadc141	10	TIS13WN01x
536	grifadc141	11	TIS13WN02x
537	grifadc141	12	TIS13WN03x
538	grifadc141	13	TIS13WN04x
539	grifadc141	14	TIS13WN05x
540	grifadc120	0	TIG14BP01x
541	grifadc120	1	TIG14BP02x
542	grifadc120	2	TIG14BP03x
543	grifadc120	3	TIG14BP04x
544	grifadc120	4	TIG14BP05x
545	grifadc120	5	TIG14BP06x
546	grifadc120	6	TIG14BP07x
547	grifadc120	7	TIG14BP08x
548	grifadc120	8	TIG14BN00B
549	grifadc120	9	TIG14BN00A
550	grifadc120	10	TIS14BN01x
551	grifadc120	11	TIS14BN02x
552	grifadc120	12	TIS14BN03x
553	grifadc120	13	TIS14BN04x
554	grifadc120	14	TIS14BN05x
555	grifadc121	0	TIG14GP01x
556	grifadc121	1	TIG14GP02x
557	grifadc121	2	TIG14GP03x
558	grifadc121	3	TIG14GP04x
559	grifadc121	4	TIG14GP05x
560	grifadc121	5	TIG14GP06x
561	grifadc121	6	TIG14GP07x
562	grifadc121	7	TIG14GP08x
563	grifadc121	8	TIG14GN00B
564	grifadc121	9	TIG14GN00A
565	grifadc121	10	TIS14GN01x
566	grifadc121	11	TIS14GN02x
567	grifadc121	12	TIS14GN03x
568	grifadc121	13	TIS14GN04x
569	grifadc121	14	TIS14GN05x
570	grifadc122	0	TIG14RP01x
571	grifadc122	1	TIG14RP02x
572	grifadc122	2	TIG14RP03x
573	grifadc122	3	TIG14RP04x
574	grifadc122	4	TIG14RP05x
575	grifadc122	5	TIG14RP06x
576	grifadc122	6	TIG14RP07x
577	grifadc122	7	TIG14RP08x
578	grifadc122	8	TIG14RN00B
579	grifadc122	9	TIG14RN00A
580	grifadc122	10	TIS14RN01x
581	grifadc122	11	TIS14RN02x
582	grifadc122	12	TIS14RN03x
583	grifadc122	13	TIS14RN04x
584	grifadc122	14	TIS14RN05x
585	grifadc128	0	TIG14WP01x
586	grifadc128	1	TIG14WP02x
587	grifadc128	2	TIG14WP03x
588	grifadc128	3	TIG14WP04x
589	grifadc128	4	TIG14WP05x
590	grifadc128	5	TIG14WP06x
591	grifadc128	6	TIG14WP07x
592	grifadc128	7	TIG14WP08x
593	grifadc128	8	TIG14WN00B
594	grifadc128	9	TIG14WN00A
595	grifadc128	10	TIS14WN01x
596	grifadc128	11	TIS14WN02x
597	grifadc128	12	TIS14WN03x
598	grifadc128	13	TIS14WN04x
599	grifadc128	14	TIS14WN05x
600	grifadc116	0	TIG15BP01x
601	grifadc116	1	TIG15BP02x
602	grifadc116	2	TIG15BP03x
603	grifadc116	3	TIG15BP04x
604	grifadc116	4	TIG15BP05x
605	grifadc116	5	TIG15BP06x
606	grifadc116	6	TIG15BP07x
607	grifadc116	7	TIG15BP08x
608	grifadc116	8	TIG15BN00B
609	grifadc116	9	TIG15BN00A
610	grifadc116	10	TIS15BN01x
611	grifadc116	11	TIS15BN02x
612	grifadc116	12	TIS15BN03x
613	grifadc116	13	TIS15BN04x
614	grifadc116	14	TIS15BN05x
615	grifadc117	0	TIG15GP01x
616	grifadc117	1	TIG15GP02x
617	grifadc117	2	TIG15GP03x
618	grifadc117	3	TIG15GP04x
619	grifadc117	4	TIG15GP05x
620	grifadc117	5	TIG15GP06x
621	grifadc117	6	TIG15GP07x
622	grifadc117	7	TIG15GP08x
623	grifadc117	8	TIG15GN00B
624	grifadc117	9	TIG15GN00A
625	grifadc117	10	TIS15GN01x
626	grifadc117	11	TIS15GN02x
627	grifadc117	12	TIS15GN03x
628	grifadc117	13	TIS15GN04x
629	grifadc117	14	TIS15GN05x
630	grifadc118	0	TIG15RP01x
631	grifadc118	1	TIG15RP02x
632	grifadc118	2	TIG15RP03x
633	grifadc118	3	TIG15RP04x
634	grifadc118	4	TIG15RP05x
635	grifadc118	5	TIG15RP06x
636	grifadc118	6	TIG15RP07x
637	grifadc118	7	TIG15RP08x
638	grifadc118	8	TIG15RN00B
639	grifadc118	9	TIG15RN00A
640	grifadc118	10	TIS15RN01x
641	grifadc118	11	TIS15RN02x
642	grifadc118	12	TIS15RN03x
643	grifadc118	13	TIS15RN04x
644	grifadc118	14	TIS15RN05x
645	grifadc119	0	TIG15WP01x
646	grifadc119	1	TIG15WP02x
647	grifadc119	2	TIG15WP03x
648	grifadc119	3	TIG15WP04x
649	grifadc119	4	TIG15WP05x
650	grifadc119	5	TIG15WP06x
651	grifadc119	6	TIG15WP07x
652	grifadc119	7	TIG15WP08x
653	grifadc119	8	TIG15WN00B
654	grifadc119	9	TIG15WN00A
655	grifadc119	10	TIS15WN01x
656	grifadc119	11	TIS15WN02x
657	grifadc119	12	TIS15WN03x
658	grifadc119	13	TIS15WN04x
659	grifadc119	14	TIS15WN05x
660	grifadc112	0	TIG16BP01x
661	grifadc112	1	TIG16BP02x
662	grifadc112	2	TIG16BP03x
663	grifadc112	3	TIG16BP04x
664	grifadc112	4	TIG16BP05x
665	grifadc112	5	TIG16BP06x
666	grifadc112	6	TIG16BP07x
667	grifadc112	7	TIG16BP08x
668	grifadc112	8	TIG16BN00B
669	grifadc112	9	TIG16BN00A
670	grifadc112	10	TIS16BN01x
671	grifadc112	11	TIS16BN02x
672	grifadc112	12	TIS16BN03x
673	grifadc112	13	TIS16BN04x
674	grifadc112	14	TIS16BN05x
675	grifadc113	0	TIG16GP01x
676	grifadc113	1	TIG16GP02x
677	grifadc113	2	TIG16GP03x
678	grifadc113	3	TIG16GP04x
679	grifadc113	4	TIG16GP05x
680	grifadc113	5	TIG16GP06x
681	grifadc113	6	TIG16GP07x
682	grifadc113	7	TIG16GP08x
683	grifadc113	8	TIG16GN00B
684	grifadc113	9	TIG16GN00A
685	grifadc113	10	TIS16GN01x
686	grifadc113	11	TIS16GN02x
687	grifadc113	12	TIS16GN03x
688	grifadc113	13	TIS16GN04x
689	grifadc113	14	TIS16GN05x
690	grifadc114	0	TIG16RP01x
691	grifadc114	1	TIG16RP02x
692	grifadc114	2	TIG16RP03x
693	grifadc114	3	TIG16RP04x
694	grifadc114	4	TIG16RP05x
695	grifadc114	5	TIG16RP06x
696	grifadc114	6	TIG16RP07x
697	grifadc114	7	TIG16RP08x
698	grifadc114	8	TIG16RN00B
699	grifadc114	9	TIG16RN00A
700	grifadc114	10	TIS16RN01x
701	grifadc114	11	TIS16RN02x
702	grifadc114	12	TIS16RN03x
703	grifadc114	13	TIS16RN04x
704	grifadc114	14	TIS16RN05x
705	grifadc115	0	TIG16WP01x
706	grifadc115	1	TIG16WP02x
707	grifadc115	2	TIG16WP03x
708	grifadc115	3	TIG16WP04x
709	grifadc115	4	TIG16WP05x
710	grifadc115	5	TIG16WP06x
711	grifadc115	6	TIG16WP07x
712	grifadc115	7	TIG16WP08x
713	grifadc115	8	TIG16WN00B
714	grifadc115	9	TIG16WN00A
715	grifadc115	10	TIS16WN01x
716	grifadc115	11	TIS16WN02x
717	grifadc115	12	TIS16WN03x
718	grifadc115	13	TIS16WN04x
719	grifadc115	14	TIS16WN05x
720	grifadc100	0	SHB05DN00X
721	grifadc100	1	SHB05DN02X
722	grifadc100	2	SHB05DN04X
723	grifadc100	3	SHB05DN06X
724	grifadc100	4	SHB05DN08X
725	grifadc100	5	SHB05DN10X
726	grifadc100	6	SHB05DN12X
727	grifadc100	7	SHB05DN14X
728	grifadc100	8	SHB05DN01X
729	grifadc100	9	SHB05DN03X
730	grifadc100	10	SHB05DN05X
731	grifadc100	11	SHB05DN07X
732	grifadc100	12	SHB05DN09X
733	grifadc100	13	SHB05DN11X
734	grifadc100	14	SHB05DN13X
735	grifadc100	15	SHB05DN15X
736	grifadc100	0	SHB05DN16X
737	grifadc100	1	SHB05DN17X
738	grifadc100	2	SHB05DN18X
739	grifadc100	3	SHB05DN19X
740	grifadc100	4	SHB05DN20X
741	grifadc100	5	SHB05DN21X
742	grifadc100	6	SHB05DN22X
743	grifadc100	7	SHB05DN23X
744	grifadc100	8	SHB05DN40X
745	grifadc100	9	SHB05DN41X
746	grifadc100	10	SHB05DN42X
747	grifadc100	11	SHB05DN43X
748	grifadc100	12	SHB05DN44X
749	grifadc100	13	SHB05DN45X
750	grifadc100	14	SHB05DN46X
751	grifadc100	15	SHB05DN47X
752	grifadc101	0	SHB05DN24X
753	grifadc101	1	SHB05DN26X
754	grifadc101	2	SHB05DN28X
755	grifadc101	3	SHB05DN30X
756	grifadc101	4	SHB05DN32X
757	grifadc101	5	SHB05DN34X
758	grifadc101	6	SHB05DN36X
759	grifadc101	7	SHB05DN38X
760	grifadc101	8	SHB05DN25X
761	grifadc101	9	SHB05DN27X
762	grifadc101	10	SHB05DN29X
763	grifadc101	11	SHB05DN31X
764	grifadc101	12	SHB05DN33X
765	grifadc101	13	SHB05DN35X
766	grifadc101	14	SHB05DN37X
767	grifadc101	15	SHB05DN39X
768	grifadc101	0	SHB05DP00X
769	grifadc101	1	SHB05DP02X
770	grifadc101	2	SHB05DP04X
771	grifadc101	3	SHB05DP06X
772	grifadc101	4	SHB05DP08X
773	grifadc101	5	SHB05DP10X
774	grifadc101	6	SHB05DP12X
775	grifadc101	7	SHB05DP14X
776	grifadc101	8	SHB05DP01X
777	grifadc101	9	SHB05DP03X
778	grifadc101	10	SHB05DP05X
779	grifadc101	11	SHB05DP07X
780	grifadc101	12	SHB05DP09X
781	grifadc101	13	SHB05DP11X
782	grifadc101	14	SHB05DP13X
783	grifadc101	15	SHB05DP15X
784	grifadc102	0	SHB05DP16X
785	grifadc102	1	SHB05DP17X
786	grifadc102	2	SHB05DP18X
787	grifadc102	3	SHB05DP19X
788	grifadc102	4	SHB05DP20X
789	grifadc102	5	SHB05DP21X
790	grifadc102	6	SHB05DP22X
791	grifadc102	7	SHB05DP23X
792	grifadc102	8	SHB06DP16X
793	grifadc102	9	SHB06DP17X
794	grifadc102	10	SHB06DP18X
795	grifadc102	11	SHB06DP19X
796	grifadc102	12	SHB06DP20X
797	grifadc102	13	SHB06DP21X
798	grifadc102	14	SHB06DP22X
799	grifadc102	15	SHB06DP23X
800	grifadc102	0	SHB06DN00X
801	grifadc102	1	SHB06DN02X
802	grifadc102	2	SHB06DN04X
803	grifadc102	3	SHB06DN06X
804	grifadc102	4	SHB06DN08X
805	grifadc102	5	SHB06DN10X
806	grifadc102	6	SHB06DN12X
807	grifadc102	7	SHB06DN14X
808	grifadc102	8	SHB06DN01X
809	grifadc102	9	SHB06DN03X
810	grifadc102	10	SHB06DN05X
811	grifadc102	11	SHB06DN07X
812	grifadc102	12	SHB06DN09X
813	grifadc102	13	SHB06DN11X
814	grifadc102	14	SHB06DN13X
815	grifadc102	15	SHB06DN15X
816	grifadc104	0	SHB06DN16X
817	grifadc104	1	SHB06DN17X
818	grifadc104	2	SHB06DN18X
819	grifadc104	3	SHB06DN19X
820	grifadc104	4	SHB06DN20X
821	grifadc104	5	SHB06DN21X
822	grifadc104	6	SHB06DN22X
823	grifadc104	7	SHB06DN23X
824	grifadc104	8	SHB06DN40X
825	grifadc104	9	SHB06DN41X
826	grifadc104	10	SHB06DN42X
827	grifadc104	11	SHB06DN43X
828	grifadc104	12	SHB06DN44X
829	grifadc104	13	SHB06DN45X
830	grifadc104	14	SHB06DN46X
831	grifadc104	15	SHB06DN47X
832	grifadc104	0	SHB06DN24X
833	grifadc104	1	SHB06DN26X
834	grifadc104	2	SHB06DN28X
835	grifadc104	3	SHB06DN30X
836	grifadc104	4	SHB06DN32X
837	grifadc104	5	SHB06DN34X
838	grifadc104	6	SHB06DN36X
839	grifadc104	7	SHB06DN38X
840	grifadc104	8	SHB06DN25X
841	grifadc104	9	SHB06DN27X
842	grifadc104	10	SHB06DN29X
843	grifadc104	11	SHB06DN31X
844	grifadc104	12	SHB06DN33X
845	grifadc104	13	SHB06DN35X
846	grifadc104	14	SHB06DN37X
847	grifadc104	15	SHB06DN39X
848	grifadc105	0	SHB06DP00X
849	grifadc105	1	SHB06DP02X
850	grifadc105	2	SHB06DP04X
851	grifadc105	3	SHB06DP06X
852	grifadc105	4	SHB06DP08X
853	grifadc105	5	SHB06DP10X
854	grifadc105	6	SHB06DP12X
855	grifadc105	7	SHB06DP14X
856	grifadc105	8	SHB06DP01X
857	grifadc105	9	SHB06DP03X
858	grifadc105	10	SHB06DP05X
859	grifadc105	11	SHB06DP07X
860	grifadc105	12	SHB06DP09X
861	grifadc105	13	SHB06DP11X
862	grifadc105	14	SHB06DP13X
863	grifadc105	15	SHB06DP15X
864	grifadc105	0	SHB07DN00X
865	grifadc105	1	SHB07DN02X
866	grifadc105	2	SHB07DN04X
867	grifadc105	3	SHB07DN06X
868	grifadc105	4	SHB07DN08X
869	grifadc105	5	SHB07DN10X
870	grifadc105	6	SHB07DN12X
871	grifadc105	7	SHB07DN14X
872	grifadc105	8	SHB07DN01X
873	grifadc105	9	SHB07DN03X
874	grifadc105	10	SHB07DN05X
875	grifadc105	11	SHB07DN07X
876	grifadc105	12	SHB07DN09X
877	grifadc105	13	SHB07DN11X
878	grifadc105	14	SHB07DN13X
879	grifadc105	15	SHB07DN15X
880	grifadc107	0	SHB07DN16X
881	grifadc107	1	SHB07DN17X
882	grifadc107	2	SHB07DN18X
883	grifadc107	3	SHB07DN19X
884	grifadc107	4	SHB07DN20X
885	grifadc107	5	SHB07DN21X
886	grifadc107	6	SHB07DN22X
887	grifadc107	7	SHB07DN23X
888	grifadc107	8	SHB07DN40X
889	grifadc107	9	SHB07DN41X
890	grifadc107	10	SHB07DN42X
891	grifadc107	11	SHB07DN43X
892	grifadc107	12	SHB07DN44X
893	grifadc107	13	SHB07DN45X
894	grifadc107	14	SHB07DN46X
895	grifadc107	15	SHB07DN47X
896	grifadc107	0	SHB07DN24X
897	grifadc107	1	SHB07DN26X
898	grifadc107	2	SHB07DN28X
899	grifadc107	3	SHB07DN30X
900	grifadc107	4	SHB07DN32X
901	grifadc107	5	SHB07DN34X
902	grifadc107	6	SHB07DN36X
903	grifadc107	7	SHB07DN38X
904	grifadc107	8	SHB07DN25X
905	grifadc107	9	SHB07DN27X
906	grifadc107	10	SHB07DN29X
907	grifadc107	11	SHB07DN31X
908	grifadc107	12	SHB07DN33X
909	grifadc107	13	SHB07DN35X
910	grifadc107	14	SHB07DN37X
911	grifadc107	15	SHB07DN39X
912	grifadc110	0	SHB07DP00X
913	grifadc110	1	SHB07DP02X
914	grifadc110	2	SHB07DP04X
915	grifadc110	3	SHB07DP06X
916	grifadc110	4	SHB07DP08X
917	grifadc110	5	SHB07DP10X
918	grifadc110	6	SHB07DP12X
919	grifadc110	7	SHB07DP14X
920	grifadc110	8	SHB07DP01X
921	grifadc110	9	SHB07DP03X
922	grifadc110	10	SHB07DP05X
923	grifadc110	11	SHB07DP07X
924	grifadc110	12	SHB07DP09X
925	grifadc110	13	SHB07DP11X
926	grifadc110	14	SHB07DP13X
927	grifadc110	15	SHB07DP15X
928	grifadc110	0	SHB07DP16X
929	grifadc110	1	SHB07DP17X
930	grifadc110	2	SHB07DP18X
931	grifadc110	3	SHB07DP19X
932	grifadc110	4	SHB07DP20X
933	grifadc110	5	SHB07DP21X
934	grifadc110	6	SHB07DP22X
935	grifadc110	7	SHB07DP23X
936	grifadc110	8	SHB08DP16X
937	grifadc110	9	SHB08DP17X
938	grifadc110	10	SHB08DP18X
939	grifadc110	11	SHB08DP19X
940	grifadc110	12	SHB08DP20X
941	grifadc110	13	SHB08DP21X
942	grifadc110	14	SHB08DP22X
943	grifadc110	15	SHB08DP23X
944	grifadc130	0	SHB08DN00X
945	grifadc130	1	SHB08DN02X
946	grifadc130	2	SHB08DN04X
947	grifadc130	3	SHB08DN06X
948	grifadc130	4	SHB08DN08X
949	grifadc130	5	SHB08DN10X
950	grifadc130	6	SHB08DN12X
951	grifadc130	7	SHB08DN14X
952	grifadc130	8	SHB08DN01X
953	grifadc130	9	SHB08DN03X
954	grifadc130	10	SHB08DN05X
955	grifadc130	11	SHB08DN07X
956	grifadc130	12	SHB08DN09X
957	grifadc130	13	SHB08DN11X
958	grifadc130	14	SHB08DN13X
959	grifadc130	15	SHB08DN15X
960	grifadc130	0	SHB08DN16X
961	grifadc130	1	SHB08DN17X
962	grifadc130	2	SHB08DN18X
963	grifadc130	3	SHB08DN19X
964	grifadc130	4	SHB08DN20X
965	grifadc130	5	SHB08DN21X
966	grifadc130	6	SHB08DN22X
967	grifadc130	7	SHB08DN23X
968	grifadc130	8	SHB08DN40X
969	grifadc130	9	SHB08DN41X
970	grifadc130	10	SHB08DN42X
971	grifadc130	11	SHB08DN43X
972	grifadc130	12	SHB08DN44X
973	grifadc130	13	SHB08DN45X
974	grifadc130	14	SHB08DN46X
975	grifadc130	15	SHB08DN47X
976	grifadc155	0	SHB08DN24X
977	grifadc155	1	SHB08DN26X
978	grifadc155	2	SHB08DN28X
979	grifadc155	3	SHB08DN30X
980	grifadc155	4	SHB08DN32X
981	grifadc155	5	SHB08DN34X
982	grifadc155	6	SHB08DN36X
983	grifadc155	7	SHB08DN38X
984	grifadc155	8	SHB08DN25X
985	grifadc155	9	SHB08DN27X
986	grifadc155	10	SHB08DN29X
987	grifadc155	11	SHB08DN31X
988	grifadc155	12	SHB08DN33X
989	grifadc155	13	SHB08DN35X
990	grifadc155	14	SHB08DN37X
991	grifadc155	15	SHB08DN39X
992	grifadc155	0	SHB08DP00X
993	grifadc155	1	SHB08DP02X
994	grifadc155	2	SHB08DP04X
995	grifadc155	3	SHB08DP06X
996	grifadc155	4	SHB08DP08X
997	grifadc155	5	SHB08DP10X
998	grifadc155	6	SHB08DP12X
999	grifadc155	7	SHB08DP14X
1000	grifadc155	8	SHB08DP01X
1001	grifadc155	9	SHB08DP03X
1002	grifadc155	10	SHB08DP05X
1003	grifadc155	11	SHB08DP07X
1004	grifadc155	12	SHB08DP09X
1005	grifadc155	13	SHB08DP11X
1006	grifadc155	14	SHB08DP13X
1007	grifadc155	15	SHB08DP15X
1008	grifadc156	0	SHB10DN00X
1009	grifadc156	1	SHB10DN02X
1010	grifadc156	2	SHB10DN04X
1011	grifadc156	3	SHB10DN06X
1012	grifadc156	4	SHB10DN08X
1013	grifadc156	5	SHB10DN10X
1014	grifadc156	6	SHB10DN12X
1015	grifadc156	7	SHB10DN14X
1016	grifadc156	8	SHB10DN01X
1017	grifadc156	9	SHB10DN03X
1018	grifadc156	10	SHB10DN05X
1019	grifadc156	11	SHB10DN07X
1020	grifadc156	12	SHB10DN09X
1021	grifadc156	13	SHB10DN11X
1022	grifadc156	14	SHB10DN13X
1023	grifadc156	15	SHB10DN15X
1024	grifadc156	0	SHB10DN16X
1025	grifadc156	1	SHB10DN17X
1026	grifadc156	2	SHB10DN18X
1027	grifadc156	3	SHB10DN19X
1028	grifadc156	4	SHB10DN20X
1029	grifadc156	5	SHB10DN21X
1030	grifadc156	6	SHB10DN22X
1031	grifadc156	7	SHB10DN23X
1032	grifadc156	8	SHB10DN40X
1033	grifadc156	9	SHB10DN41X
1034	grifadc156	10	SHB10DN42X
1035	grifadc156	11	SHB10DN43X
1036	grifadc156	12	SHB10DN44X
1037	grifadc156	13	SHB10DN45X
1038	grifadc156	14	SHB10DN46X
1039	grifadc156	15	SHB10DN47X
1040	grifadc157	0	SHB10DN24X
1041	grifadc157	1	SHB10DN26X
1042	grifadc157	2	SHB10DN28X
1043	grifadc157	3	SHB10DN30X
1044	grifadc157	4	SHB10DN32X
1045	grifadc157	5	SHB10DN34X
1046	grifadc157	6	SHB10DN36X
1047	grifadc157	7	SHB10DN38X
1048	grifadc157	8	SHB10DN25X
1049	grifadc157	9	SHB10DN27X
1050	grifadc157	10	SHB10DN29X
1051	grifadc157	11	SHB10DN31X
1052	grifadc157	12	SHB10DN33X
1053	grifadc157	13	SHB10DN35X
1054	grifadc157	14	SHB10DN37X
1055	grifadc157	15	SHB10DN39X
1056	grifadc157	0	SHB10DP00X
1057	grifadc157	1	SHB10DP02X
1058	grifadc157	2	SHB10DP04X
1059	grifadc157	3	SHB10DP06X
1060	grifadc157	4	SHB10DP08X
1061	grifadc157	5	SHB10DP10X
1062	grifadc157	6	SHB10DP12X
1063	grifadc157	7	SHB10DP14X
1064	grifadc157	8	SHB10DP01X
1065	grifadc157	9	SHB10DP03X
1066	grifadc157	10	SHB10DP05X
1067	grifadc157	11	SHB10DP07X
1068	grifadc157	12	SHB10DP09X
1069	grifadc157	13	SHB10DP11X
1070	grifadc157	14	SHB10DP13X
1071	grifadc157	15	SHB10DP15X
1072	grifadc158	0	SHB10DP16X
1073	grifadc158	1	SHB10DP17X
1074	grifadc158	2	SHB10DP18X
1075	grifadc158	3	SHB10DP19X
1076	grifadc158	4	SHB10DP20X
1077	grifadc158	5	SHB10DP21X
1078	grifadc158	6	SHB10DP22X
1079	grifadc158	7	SHB10DP23X
1080	grifadc158	8	SHB11DP16X
1081	grifadc158	9	SHB11DP17X
1082	grifadc158	10	SHB11DP18X
1083	grifadc158	11	SHB11DP19X
1084	grifadc158	12	SHB11DP20X
1085	grifadc158	13	SHB11DP21X
1086	grifadc158	14	SHB11DP22X
1087	grifadc158	15	SHB11DP23X
1088	grifadc158	0	SHB11DN00X
1089	grifadc158	1	SHB11DN02X
1090	grifadc158	2	SHB11DN04X
1091	grifadc158	3	SHB11DN06X
1092	grifadc158	4	SHB11DN08X
1093	grifadc158	5	SHB11DN10X
1094	grifadc158	6	SHB11DN12X
1095	grifadc158	7	SHB11DN14X
1096	grifadc158	8	SHB11DN01X
1097	grifadc158	9	SHB11DN03X
1098	grifadc158	10	SHB11DN05X
1099	grifadc158	11	SHB11DN07X
1100	grifadc158	12	SHB11DN09X
1101	grifadc158	13	SHB11DN11X
1102	grifadc158	14	SHB11DN13X
1103	grifadc158	15	SHB11DN15X
1104	grifadc159	0	SHB11DN16X
1105	grifadc159	1	SHB11DN17X
1106	grifadc159	2	SHB11DN18X
1107	grifadc159	3	SHB11DN19X
1108	grifadc159	4	SHB11DN20X
1109	grifadc159	5	SHB11DN21X
1110	grifadc159	6	SHB11DN22X
1111	grifadc159	7	SHB11DN23X
1112	grifadc159	8	SHB11DN40X
1113	grifadc159	9	SHB11DN41X
1114	grifadc159	10	SHB11DN42X
1115	grifadc159	11	SHB11DN43X
1116	grifadc159	12	SHB11DN44X
1117	grifadc159	13	SHB11DN45X
1118	grifadc159	14	SHB11DN46X
1119	grifadc159	15	SHB11DN47X
1120	grifadc159	0	SHB11DN24X
1121	grifadc159	1	SHB11DN26X
1122	grifadc159	2	SHB11DN28X
1123	grifadc159	3	SHB11DN30X
1124	grifadc159	4	SHB11DN32X
1125	grifadc159	5	SHB11DN34X
1126	grifadc159	6	SHB11DN36X
1127	grifadc159	7	SHB11DN38X
1128	grifadc159	8	SHB11DN25X
1129	grifadc159	9	SHB11DN27X
1130	grifadc159	10	SHB11DN29X
1131	grifadc159	11	SHB11DN31X
1132	grifadc159	12	SHB11DN33X
1133	grifadc159	13	SHB11DN35X
1134	grifadc159	14	SHB11DN37X
1135	grifadc159	15	SHB11DN39X
1136	grifadc161	0	SHB11DP00X
1137	grifadc161	1	SHB11DP02X
1138	grifadc161	2	SHB11DP04X
1139	grifadc161	3	SHB11DP06X
1140	grifadc161	4	SHB11DP08X
1141	grifadc161	5	SHB11DP10X
1142	grifadc161	6	SHB11DP12X
1143	grifadc161	7	SHB11DP14X
1144	grifadc161	8	SHB11DP01X
1145	grifadc161	9	SHB11DP03X
1146	grifadc161	10	SHB11DP05X
1147	grifadc161	11	SHB11DP07X
1148	grifadc161	12	SHB11DP09X
1149	grifadc161	13	SHB11DP11X
1150	grifadc161	14	SHB11DP13X
1151	grifadc161	15	SHB11DP15X
1152	grifadc161	0	SHB00EP00X
1153	grifadc161	1	SHB02EP00X
1154	grifadc161	2	SHB04EP00X
1155	grifadc161	3	SHB06EP00X
1156	grifadc161	4	SHB08EP00X
1157	grifadc161	5	SHB10EP00X
1158	grifadc161	6	SHB12EP00X
1159	grifadc161	7	SHB14EP00X
1160	grifadc161	8	SHB01EP00X
1161	grifadc161	9	SHB03EP00X
1162	grifadc161	10	SHB05EP00X
1163	grifadc161	11	SHB07EP00X
1164	grifadc161	12	SHB09EP00X
1165	grifadc161	13	SHB11EP00X
1166	grifadc161	14	SHB13EP00X
1167	grifadc161	15	SHB15EP00X
1168	grifadc162	0	SHQ13DP00X
1169	grifadc162	1	SHQ13DP02X
1170	grifadc162	2	SHQ13DP04X
1171	grifadc162	3	SHQ13DP06X
1172	grifadc162	4	SHQ13DP08X
1173	grifadc162	5	SHQ13DP10X
1174	grifadc162	6	SHQ13DP12X
1175	grifadc162	7	SHQ13DP14X
1176	grifadc162	8	SHQ13DP01X
1177	grifadc162	9	SHQ13DP03X
1178	grifadc162	10	SHQ13DP05X
1179	grifadc162	11	SHQ13DP07X
1180	grifadc162	12	SHQ13DP09X
1181	grifadc162	13	SHQ13DP11X
1182	grifadc162	14	SHQ13DP13X
1183	grifadc162	15	SHQ13DP15X
1184	grifadc162	0	SHQ13DN00X
1185	grifadc162	1	SHQ13DN02X
1186	grifadc162	2	SHQ13DN04X
1187	grifadc162	3	SHQ13DN06X
1188	grifadc162	4	SHQ13DN08X
1189	grifadc162	5	SHQ13DN10X
1190	grifadc162	6	SHQ13DN12X
1191	grifadc162	7	SHQ13DN14X
1192	grifadc162	8	SHQ13DN01X
1193	grifadc162	9	SHQ13DN03X
1194	grifadc162	10	SHQ13DN05X
1195	grifadc162	11	SHQ13DN07X
1196	grifadc162	12	SHQ13DN09X
1197	grifadc162	13	SHQ13DN11X
1198	grifadc162	14	SHQ13DN13X
1199	grifadc162	15	SHQ13DN15X
1200	grifadc163	0	SHQ13DN16X
1201	grifadc163	1	SHQ13DN17X
1202	grifadc163	2	SHQ13DN18X
1203	grifadc163	3	SHQ13DN19X
1204	grifadc163	4	SHQ13DN20X
1205	grifadc163	5	SHQ13DN21X
1206	grifadc163	6	SHQ13DN22X
1207	grifadc163	7	SHQ13DN23X
1208	grifadc163	8	SHQ14DN16X
1209	grifadc163	9	SHQ14DN17X
1210	grifadc163	10	SHQ14DN18X
1211	grifadc163	11	SHQ14DN19X
1212	grifadc163	12	SHQ14DN20X
1213	grifadc163	13	SHQ14DN21X
1214	grifadc163	14	SHQ14DN22X
1215	grifadc163	15	SHQ14DN23X
1216	grifadc164	0	SHQ14DN00X
1217	grifadc164	1	SHQ14DN02X
1218	grifadc164	2	SHQ14DN04X
1219	grifadc164	3	SHQ14DN06X
1220	grifadc164	4	SHQ14DN08X
1221	grifadc164	5	SHQ14DN10X
1222	grifadc164	6	SHQ14DN12X
1223	grifadc164	7	SHQ14DN14X
1224	grifadc164	8	SHQ14DN01X
1225	grifadc164	9	SHQ14DN03X
1226	grifadc164	10	SHQ14DN05X
1227	grifadc164	11	SHQ14DN07X
